siret,codePostalEtablissement,libelleCommuneEtablissement,longitude,latitude,denominationUniteLegale,categorieJuridiqueUniteLegale
32176045600012,20166,GROSSETO-PRUGNA,8.782318,41.882168,HOTEL DE PORTICCIO,5710
32179597300031,20090,AJACCIO,8.770507,41.950013,SERICORSE,5499
32179598100018,20111,CASAGLIONE,8.738087,42.065579,U SOMMALU,5710
32187520501179,20000,AJACCIO,8.738335,41.919478,SAN MARINA,5710
32187520502607,20167,SARROLA-CARCOPINO,-4.127443,47.985939,SAN MARINA,5710
32189389300016,20124,ZONZA,9.3477901,41.6995008,U PUNTONU,5499
32210638600020,20000,AJACCIO,8.733773,41.918316,ROGNONI AUTOMOBILES,5710
32210638600046,20167,AFA,8.798382,41.984061,ROGNONI AUTOMOBILES,5710
32214800800012,20129,BASTELICACCIA,8.843169,41.934751,SOC EDITION PRODUCTION RICORDU,5499
32242332800036,20167,AFA,8.798355,41.959306,CAPEMBAL,5710
32242333600039,20000,AJACCIO,8.757506,41.932099,SOC BERNARD ET FILS,5499
32242434207130,20167,SARROLA-CARCOPINO,8.8049,41.951766,VETIR,5710
32270613600130,20110,PROPRIANO,8.917713,41.656706,BELAMBRA CLUBS,5710
32299385800024,20137,PORTO-VECCHIO,9.293224,41.611912,ANTOINE CESARI & FILS BATIMENT,5710
32299385800032,20137,PORTO-VECCHIO,9.276823,41.602433,ANTOINE CESARI & FILS BATIMENT,5710
32299387400013,20145,SARI SOLENZARA,9.378824,41.846427,CHEZ DOUME,5499
32315930100080,20137,PORTO-VECCHIO,9.287145,41.611982,COMPAGNIE DES PINS,5710
32320808200038,20167,SARROLA-CARCOPINO,8.835125,42.001796,MIROITERIE ALU SERVICE,5499
32325329400041,20090,AJACCIO,8.737313,41.918334,KALLISTOUR VOYAGE,5499
32341541400024,20110,PROPRIANO,8.900651,41.656007,SAS LEANDRI,5710
32370366000098,20000,AJACCIO,8.735542,41.91868,DIAG,5785
32370366000106,20090,AJACCIO,8.750436,41.942709,DIAG,5785
32383809400031,20000,AJACCIO,8.725985,41.913179,MEDITERRANEE INVESTISSE PARTICIPATION,5710
32383810200065,20167,AFA,-1.1873119,46.4590874,DECOR 2000,5499
32383810200073,20167,SARROLA-CARCOPINO,8.8049,41.951766,DECOR 2000,5499
32383813600048,20090,AJACCIO,8.78506,41.932454,CORSE CLIMATISATION,5710
32388702600017,20128,ALBITRECCIA,8.806827,41.870972,SARL QUILICCI ET FILS,5499
32388702600025,20000,AJACCIO,8.737928,41.921391,SARL QUILICCI ET FILS,5499
32390152000011,20000,AJACCIO,8.715774,41.908725,SOCIETE D'EXPLOITATION CRESTE E MARE,5499
32390153800013,20090,AJACCIO,8.770507,41.950013,SOCIETE D'EXPLOITATION DES VINS MASSEI,5499
32390159500013,20137,PORTO-VECCHIO,9.277985,41.591283,PARALLELE,5710
32390159500047,20169,BONIFACIO,9.162036,41.388112,PARALLELE,5710
32390159500088,20137,PORTO-VECCHIO,9.277809,41.590934,PARALLELE,5710
32391192500028,20137,PORTO-VECCHIO,9.27711,41.604163,CEMAG,5710
32391192500044,20137,PORTO-VECCHIO,9.277581,41.590375,CEMAG,5710
32400556000051,20000,AJACCIO,8.735074,41.926364,MEDICORSE,5710
32400556000085,20090,AJACCIO,8.738132,41.930434,MEDICORSE,5710
32400567700020,20137,PORTO VECCHIO,9.279164,41.590002,BOULANGERIE PATISSERIE MODERNE,5710
32400567700046,20137,PORTO-VECCHIO,9.254069,41.592731,BOULANGERIE PATISSERIE MODERNE,5710
32404302500026,20000,AJACCIO,8.758894,41.93035,SOCIETE CORSE D'ORGANISATION ET DE TRAITEMENT INFORMATIQUE DE GESTION,5499
32410442100015,20110,PROPRIANO,8.893784,41.650491,PITTILONI ET FILS,5499
32410442100031,20110,PROPRIANO,8.898949,41.675347,PITTILONI ET FILS,5499
32419045300021,20169,BONIFACIO,9.162812,41.388044,TROJANI MARINE SHOP,5710
32419045300039,20169,BONIFACIO,9.19894,41.403936,TROJANI MARINE SHOP,5710
32433312900033,20000,AJACCIO,8.738925,41.91803,CO.DA.AL,5499
32448902000028,20167,SARROLA-CARCOPINO,8.802764,41.95107,TRANSPORTS FRIGORIFIQUES CORSES,5710
32471449200018,20118,COGGIA,8.735248,42.112346,MARINA DU GOLFE,5499
32482441600022,20151,SARI D'ORCINO,1.6095915,50.7246855,ANALEKTA PRODUCTION,5499
32486044400029,20090,AJACCIO,8.774276,41.952413,SUBRINI ET FILS,5499
32500005700027,20167,SARROLA-CARCOPINO,8.809805,41.952594,PARAVISINI,5710
32526680700040,20090,AJACCIO,8.774276,41.952413,SOLECO,5499
32526680700073,20137,PORTO-VECCHIO,9.261657,41.580544,SOLECO,5499
32529841200017,20167,ALATA,8.781293,41.966302,BELLARANDOLA SARL,5499
32529842000010,20111,CASAGLIONE,8.738087,42.065579,L'ALLEGRIA,5499
32533097500021,20117,CAURO,8.832324,41.904451,ASSURANCES INDU MARITIMES CIAL,5499
32552640800019,20000,AJACCIO,8.738165,41.91918,QUARTZ SYSTEM SARL,5499
32552640800027,20000,AJACCIO,8.734611,41.919632,QUARTZ SYSTEM SARL,5499
32594085600017,20118,VICO,8.789683,42.163207,SAGONE RESORT,5710
32612566300020,20137,PORTO VECCHIO,9.276627,41.588066,AUTO ECOLE PUJUILLA,5710
32612566300038,20137,PORTO VECCHIO,9.275517,41.596913,AUTO ECOLE PUJUILLA,5710
32612566300046,20169,BONIFACIO,9.161652,41.391452,AUTO ECOLE PUJUILLA,5710
32614242900017,20167,PERI,8.86033,41.998097,SUD DEPANNAGE,5499
32618281300013,20137,PORTO-VECCHIO,9.276879,41.5979,LES CASUCCIE,5710
32628537600017,20000,AJACCIO,8.738165,41.92442,SANTANA SARL,5499
32628537600033,20000,AJACCIO,8.738429,41.923964,SANTANA SARL,5499
32639552200013,20170,LEVIE,9.1279,41.705417,SARL CESARI,5499
32639552200021,20170,LEVIE,9.115969,41.651842,SARL CESARI,5499
32651866900055,20137,PORTO-VECCHIO,9.279882,41.591348,CREATION MEDITERRANEE,5710
32655437500039,20167,SARROLA-CARCOPINO,8.8049,41.951766,ANTONETTI JEAN FRANCOIS,5710
32655441700013,20128,GROSSETO-PRUGNA,8.787253,41.881776,SOCIETE ETUDE APPLICATION COMMERCIALE,5499
32667684800012,20167,SARROLA-CARCOPINO,8.835125,42.001796,AJACCIO METAL,5499
32667685500017,20137,LECCI,9.319557,41.66454,PIZZARELLA,5499
32667716800022,20137,PORTO-VECCHIO,9.269516,41.599306,PORTO VECCHIO VITRAGE,5499
32675136900017,20167,ALATA,8.734408,41.979952,PUBLI-EMBAL,5499
32675136900025,20167,ALATA,8.717247,41.976405,PUBLI-EMBAL,5499
32676494100034,20137,LECCI,9.319557,41.66454,MENUISERIE DU RANCH,5710
32676495800038,20137,PORTO-VECCHIO,9.267553,41.603125,ERSA SAS,5710
32701604400023,20090,AJACCIO,8.74527,41.938303,SARL CORSE FORAGE,5499
32707228600039,20090,AJACCIO,8.75716,41.944072,CORSE INFORMATIQUE SERVICE,5499
32709702800028,20137,PORTO-VECCHIO,9.326979,41.630926,SARL SOTIL,5499
32720433500019,20167,PERI,8.86033,41.998097,ACQUA VOSTRA FORAGE,5499
32783226700014,20137,PORTO-VECCHIO,9.293224,41.611912,LA CANNE A SUCRE,5499
32798463900010,20128,ALBITRECCIA,8.869826,41.836129,CORSIGHELA ALIMENTATION,5710
32798464700013,20000,AJACCIO,8.738042,41.918076,U SCAMPI,5499
32802248800022,20110,PROPRIANO,8.917517,41.66281,ZEDDA BATIMENT,5499
32823249100014,20150,OTA,8.703052,42.265029,SARL CORS'HOTEL,5499
32826550900013,20090,AJACCIO,8.770507,41.950013,CARROSSERIE LES PLATANES,5499
32846634700015,20118,VICO,8.696486,42.114614,LE RELAIS DU PONT DE SAGONE,5499
32862158600044,20000,AJACCIO,8.738878,41.918956,CORSAIR,5710
32863123900055,20090,AJACCIO,8.754906,41.94533,S.I.P,5499
32874139200034,20000,AJACCIO,8.737926,41.918565,SARL TELU,5499
32874139200059,20000,AJACCIO,8.738045,41.918627,SARL TELU,5499
32874139200067,20000,AJACCIO,8.73785,41.919656,SARL TELU,5499
32874139200083,20000,AJACCIO,8.738901,41.918998,SARL TELU,5499
32874139200091,20000,AJACCIO,8.737849,41.919752,SARL TELU,5499
32874139200125,20169,BONIFACIO,9.163617,41.387965,SARL TELU,5499
32887359100015,20118,VICO,8.789683,42.163207,SARL CONTI ET CIE,5499
32887382300012,20167,AFA,8.798382,41.984061,AJACCIO EQUIPEMENT,5499
32893194400057,20000,AJACCIO,8.728023,41.91584,LES EDITIONS ALBIANA,5499
32914181600028,20167,SARROLA-CARCOPINO,8.835125,42.001796,BORGO EQUIPEMENTS,5499
32924515300013,20166,GROSSETO-PRUGNA,8.816979,41.892586,SOCIETE HOTELIERE CORSE MARINA,5710
32935927700020,20137,PORTO VECCHIO,9.254069,41.592731,SARL AUTO BATEAU ECOLE LECCIA LEANDRI,5499
32947900000013,20000,AJACCIO,8.75047,41.937628,GUALMINI - CONSTRUCTIONS,5499
32947960400012,20169,BONIFACIO,9.182169,41.386255,CAMPING DE LA TRINITE,5499
32947960400020,20169,BONIFACIO,9.150154,41.386235,CAMPING DE LA TRINITE,5499
32968134000629,20090,AJACCIO,8.744663,41.940945,FOUSSIER,5710
32973687000018,20090,AJACCIO,8.75047,41.937628,SARL CREA'TIF,5499
32978850900019,20110,PROPRIANO,8.904622,41.674797,LIBRE SERVICE GABRIELLI,5499
32978850900027,20110,PROPRIANO,8.904514,41.674805,LIBRE SERVICE GABRIELLI,5499
32980448800024,20137,PORTO-VECCHIO,9.27774,41.584867,SA PIETRI AUTOMOBILES,5710
32997034700012,20090,AJACCIO,8.739617,41.936346,IMPERIAL FROID,5710
32997034700020,20000,AJACCIO,8.737475,41.919112,IMPERIAL FROID,5710
33004368800010,20000,AJACCIO,8.734338,41.918424,ETABLISSEMENTS BASSOUL,5499
33009513400012,20000,AJACCIO,8.724874,41.914013,JAPHISA SARL,5499
33009513400020,20000,AJACCIO,8.682807,41.908742,JAPHISA SARL,5499
33012837200027,20000,AJACCIO,8.735334,41.917953,DOLCE PIACERE,5499
33019966200017,20167,SARROLA-CARCOPINO,8.800789,41.956644,CORSAMAT,5499
33026769104858,20137,PORTO-VECCHIO,9.27711,41.604163,CHAUSSEA SAS,5710
33026769105228,20167,SARROLA-CARCOPINO,8.8049,41.951766,CHAUSSEA SAS,5710
33031646400016,20000,AJACCIO,8.665283,41.907628,CENTRE ELECTRONIQUE DE RADIOLOGIE,5499
33042257700024,20130,CARGESE,8.595169,42.134271,SARL DRAGACCI ET FRERES,5499
33042257700032,20130,CARGESE,8.598988,42.136199,SARL DRAGACCI ET FRERES,5499
33046450400035,20145,SARI SOLENZARA,9.378824,41.846427,SOCIETE CORSE TRAVAUX,5710
33051586700027,20090,AJACCIO,8.774276,41.952413,CORSE PUBLITOUR VOYAGES,5499
33060575900027,20167,SARROLA-CARCOPINO,8.809181,41.959388,STE DE DISTRIBUTION DALBIES,5499
33063952700028,20090,AJACCIO,8.751128,41.937823,SUD NETTOYAGE,5710
33063952700044,20090,AJACCIO,8.770507,41.950013,SUD NETTOYAGE,5710
33063952700051,20000,AJACCIO,8.744892,41.936135,SUD NETTOYAGE,5710
33069803600051,20166,PIETROSELLA,8.796731,41.846383,APPLICAT INFORMAT REPARTIE ANN,5499
33080328900017,20128,GROSSETO-PRUGNA,8.809618,41.897105,LA MAISON DU MAURE,5499
33091460700024,20111,CALCATOGGIO,8.725972,42.040733,INFOPEC,5499
33097246400037,20137,PORTO-VECCHIO,9.311708,41.629963,SIMALU,5499
33099466600015,20000,AJACCIO,8.73922,41.917778,ARTE E OPARA,5499
33111783800044,20000,AJACCIO,8.768846,41.947914,CORSE TELE-SURVEILLANCE,5710
33137646700030,20167,AFA,2.2359343,48.8950586,EXPLOITATION GENIE CLIMATIQUE,5710
33138496600023,20090,AJACCIO,8.804378,41.929606,AIR FRET SERVICES,5499
33144184000021,20000,AJACCIO,8.738284,41.91954,SOC DE GESTION COMMERCIALE,5499
33146653200024,20000,AJACCIO,8.725184,41.914415,CORSE TAMPONS,5499
33146668000039,20117,CAURO,8.867664,41.910626,CORSE DOUBLE VITRAGE,5499
33146675500054,20090,AJACCIO,8.756993,41.933112,FARANGE,5710
33146678900020,20090,AJACCIO,8.740321,41.932959,CONSEIL FINANCIER & COMMERCIAUX INSULAIR,5710
33149570500021,20137,PORTO-VECCHIO,9.278078,41.591283,LUCCIANI OPTIC PHOTO,5499
33166074600073,20146,SOTTA,9.181891,41.555464,NICE EXCURSIONS,5499
33166119900017,20090,AJACCIO,8.737333,41.921915,GALERIES AJACCIENNES,5499
33166119900025,20090,AJACCIO,8.737333,41.921915,GALERIES AJACCIENNES,5499
33171865000020,20137,PORTO-VECCHIO,9.290806,41.559912,SARL MT CARROSSIERS,5499
33173373300017,20138,COTI-CHIAVARI,8.752581,41.769169,SARL U POGGIO,5499
33186057700021,20167,SARROLA-CARCOPINO,8.834885,42.005045,CORSICA PRUTEZZIONE TECHNICA,5499
33186058500024,20169,BONIFACIO,9.19894,41.403936,SOC INSULAIRE DE CONSTRUCTION,5710
33186060100011,20169,BONIFACIO,9.169441,41.395382,SARL L ARAGUINA,5499
33207357600024,20137,PORTO-VECCHIO,9.276823,41.602433,LA MARBRERIE,5499
33208679200014,20000,AJACCIO,8.737867,41.921205,FESTA ZITELLINA,5499
33208680000023,20000,AJACCIO,8.73539,41.91851,SOCIETE D'AUDIT ET D'EXPERTISES COMPTABLES,5710
33208680000031,20110,PROPRIANO,8.904809,41.672622,SOCIETE D'AUDIT ET D'EXPERTISES COMPTABLES,5710
33210858800010,20167,SARROLA-CARCOPINO,8.8049,41.951766,SARL FABRI TEMPESTINI,5499
33211036000010,20000,AJACCIO,8.75047,41.937628,PIETRALBA GESTION,5499
33211037800020,20128,GROSSETO-PRUGNA,8.787253,41.881776,SOCIETE CORSE TRAVAUX IMMERGES,5499
33230423700024,20000,AJACCIO,8.738371,41.927973,SOCIETE CONTROLE TECHNIQUE AUTOMOBILE D'AJACCIO,5499
33230423700032,20167,AFA,8.786119,41.953679,SOCIETE CONTROLE TECHNIQUE AUTOMOBILE D'AJACCIO,5499
33231879900027,20137,PORTO-VECCHIO,9.307701,41.587673,ROCCA SERRA,5710
33231929200022,20167,SARROLA-CARCOPINO,8.838797,41.984269,SARL CONTACT NEGOCE,5499
33234540400021,20090,AJACCIO,8.739617,41.936346,SERVICE ELECTRONIQUE AJACCIEN,5499
33237486700023,20000,AJACCIO,8.735057,41.92357,SAS IMAGERIE MEDICALE DE LA CORSE DU SUD,5710
33237486700031,20090,AJACCIO,8.747186,41.940971,SAS IMAGERIE MEDICALE DE LA CORSE DU SUD,5710
33247975700012,20000,AJACCIO,8.737776,41.927366,BRULERIE DES CAFES RENE,5710
33247975700046,20090,AJACCIO,8.737728,41.924235,BRULERIE DES CAFES RENE,5710
33271132400027,20137,PORTO-VECCHIO,9.280099,41.591447,CORAILLERIE INSULAIRE,5499
33271216500023,20137,PORTO-VECCHIO,9.276038,41.598684,CUISINES DECORS,5499
33271218100012,20137,LECCI,0.3457557,46.5755018,DELICATESSE LECCI ALIMENTATION,5499
33271218100038,20137,LECCI,9.334434,41.628004,DELICATESSE LECCI ALIMENTATION,5499
33271222300012,20000,AJACCIO,8.734797,41.919127,LE RIAD,5499
33271222300020,20000,AJACCIO,8.737221,41.919349,LE RIAD,5499
33273546300025,20169,BONIFACIO,9.217683,41.4,SOCIETE EXPLOITATION OFFICES CHANGE,5499
33273546300058,20169,BONIFACIO,9.161736,41.38821,SOCIETE EXPLOITATION OFFICES CHANGE,5499
33273546300066,20169,BONIFACIO,9.16419,41.387655,SOCIETE EXPLOITATION OFFICES CHANGE,5499
33283521400021,20167,SARROLA-CARCOPINO,8.835125,42.001796,FERMOCAT,5499
33284520500019,20137,PORTO-VECCHIO,9.278601,41.604738,BALESI EVASION,5499
33289070600010,20124,ZONZA,9.361362,41.691028,RESIDENCES ARUSCANA,5499
33318577500033,20000,AJACCIO,8.729186,41.918376,SOC DE LOISIRS LE SANTA LINA,5499
33324636100039,20169,BONIFACIO,9.161973,41.38813,GRIS SOURIS,5710
33325450600012,20090,AJACCIO,8.738132,41.930434,AVOLIO FRERES,5499
33338310700039,20137,PORTO-VECCHIO,9.287506,41.608707,CORSICATOURS,5710
33338310700047,20137,PORTO-VECCHIO,9.276479,41.589901,CORSICATOURS,5710
33338329700020,20167,AJACCIO,8.774276,41.952413,CORS'ENERGIE ASSISTANCE,5710
33348285900019,20167,SARROLA-CARCOPINO,8.835125,42.001796,SOCIETE D'OUTILLAGE ET DE FOURNITURES INDUSTRIELLES AJACCIENNES,5499
33355371700039,20137,PORTO VECCHIO,9.283401,41.58569,PORTO VECCHIO MARINE,5710
33355371700047,20137,PORTO-VECCHIO,9.280163,41.601531,PORTO VECCHIO MARINE,5710
33375989200016,20137,PORTO-VECCHIO,9.279321,41.590717,SARL CORAMBE,5499
33375989200032,20137,PORTO-VECCHIO,9.27711,41.604163,SARL CORAMBE,5499
33390493600023,20090,AJACCIO,8.744934,41.937246,PAOLETTI PRODUITS PETROLIERS,5499
33391359800046,20000,AJACCIO,8.768846,41.947914,MAGIC-STOCK,5710
33398523200029,20100,FOCE,8.995248,41.618473,BATI-CONFORT,5499
33407652800010,20000,AJACCIO,8.739981,41.91807,LUIGI,5710
33416029800025,20169,BONIFACIO,9.15949,41.387636,ATOLL,5499
33421508400024,20000,AJACCIO,8.73718,41.926161,T ET T,5499
33422433400055,20167,AFA,8.798382,41.984061,SUD ELECTRICITE,5499
33436428800012,20170,SAN-GAVINO-DI-CARBINI,9.288286,41.659176,SOCIETE DE DEMAQUISAGE CORSE,5499
33462760100019,20000,AJACCIO,8.754722,41.938994,VIDEO 13,5499
33465203900028,20167,APPIETTO,8.778048,42.001705,ELEVAGE AVICOLE L'OEUF DU TREFLE,5499
33478058200014,20169,BONIFACIO,9.163617,41.387965,SARL AUX FRUITS DU MAQUIS,5499
33478058200022,20169,BONIFACIO,9.185835,41.434978,SARL AUX FRUITS DU MAQUIS,5499
33479485600016,20000,AJACCIO,8.682807,41.908742,SARL CLEMENTINE BOUTIQUE,5499
33495646300015,20128,GROSSETO-PRUGNA,8.787253,41.881776,SARL ACQUA CYRNE GLISS,5499
33497760000017,20000,AJACCIO,8.737781,41.918496,LA MARGE EDITION SARL,5499
33497760000033,20167,ALATA,8.731661,41.973644,LA MARGE EDITION SARL,5499
33497774100050,20000,AJACCIO,8.731079,41.92111,RADIO GOLFE,5499
33501386800013,20124,ZONZA,9.269914,41.719794,LES HAMEAUX DE TAGLIO ROSSO,5499
33503630700023,20000,AJACCIO,8.70068,41.934735,SOC DES AUTOCARS SANTONI,5499
33503630700031,20134,PALNECA,9.18915,41.991773,SOC DES AUTOCARS SANTONI,5499
33503631500018,20169,BONIFACIO,9.179623,41.421796,PIAN DEL FOSSE,5499
33510650600017,20169,BONIFACIO,9.164349,41.38805,SARL LE VOILIER,5499
33510650600033,20169,BONIFACIO,9.158305,41.387234,SARL LE VOILIER,5499
33510652200022,20167,SARROLA-CARCOPINO,8.835125,42.001796,AMPART CARLI,5499
33513075300023,20167,SARROLA-CARCOPINO,8.835125,42.001796,DEPANNAGE LOCATION MECANIQUE CORSE,5499
33533657400033,20090,AJACCIO,8.740935,41.933761,SARL CORSE EVASION,5499
33535216700019,20128,GROSSETO-PRUGNA,8.844364,41.881913,LE PIANO SARL,5499
33754698000042,20090,AJACCIO,8.737406,41.921251,ACTIF IMMOBILIER SARL,5499
33754698000067,20166,GROSSETO-PRUGNA,8.806487,41.887884,ACTIF IMMOBILIER SARL,5499
33761986000014,20090,AJACCIO,8.804378,41.929606,SOCIETE AJACCIENNE DE CHANGE,5499
33763036200057,20137,PORTO-VECCHIO,9.232126,41.632524,BOULANGERIE PATISSERIE SUSINI SARL,5710
33774272000010,20110,PROPRIANO,8.900732,41.655732,PRO SERVICES,5710
33774272000028,20110,PROPRIANO,8.898176,41.668053,PRO SERVICES,5710
33775535900011,20117,CAURO,8.9102698,41.9159543,PERALDI,5710
33782457700049,20000,AJACCIO,8.737781,41.918496,COMMUNICATION INFORMATION MEDIA,5499
33792453400056,20128,ALBITRECCIA,8.806827,41.870972,SAINT ANTOINE DE REGUSSE,5499
33796220300010,20090,AJACCIO,8.739481,41.932101,CORSE MONTAGE SARL,5499
33796220300028,20117,CAURO,8.837663,41.911251,CORSE MONTAGE SARL,5499
33797395200027,20090,AJACCIO,8.737557,41.92164,CORSE ITINERAIRES SARL,5499
33802931700033,20137,PORTO-VECCHIO,9.27711,41.604163,CASTELL'VERDE DI SANTA GIULIA,5499
33805060200030,20137,PORTO-VECCHIO,9.27774,41.584867,HELIDAN  SARL,5499
33806594900046,20167,SARROLA-CARCOPINO,8.809805,41.952594,SARL INDIS,5499
33808347000017,20169,BONIFACIO,9.264814,41.36872,OFFICE DE PROMOTION DE CAVALLO,5499
33816684600018,20169,BONIFACIO,9.185835,41.434978,SARL SOLAIN,5499
33818945900013,20115,PIANA,8.629241,42.226081,LES ROCHES ROUGES,5499
33826002900016,20137,PORTO VECCHIO,9.275517,41.596913,LA BAGUETTE DOREE,5499
33840907100028,20137,PORTO-VECCHIO,9.279586,41.59035,SARL TYP,5499
33840907100036,20137,PORTO-VECCHIO,9.279859,41.591175,SARL TYP,5499
33840907100044,20137,PORTO-VECCHIO,9.27961,41.590334,SARL TYP,5499
33841395800038,20137,PORTO-VECCHIO,9.27711,41.604163,SOCIETE VM,5499
33841395800053,20137,PORTO VECCHIO,9.275517,41.596913,SOCIETE VM,5499
33841395800061,20137,PORTO-VECCHIO,9.262347,41.580399,SOCIETE VM,5499
33843658700012,20090,AJACCIO,8.750436,41.942709,CORSE ECHAPPEMENT SERVICE,5499
33843658700020,20090,AJACCIO,8.74527,41.938303,CORSE ECHAPPEMENT SERVICE,5499
33850130700023,20128,GROSSETO-PRUGNA,8.786912,41.873866,LES COUCHANTS,5499
33859366800019,20090,AJACCIO,8.739617,41.936346,AJACCIENNE DE BOULANGERIE VIENNOISE SARL,5499
33860288100017,20090,AJACCIO,8.737865,41.922311,LABORATOIRE B.O.,5499
33860288100033,20090,AJACCIO,8.737624,41.921929,LABORATOIRE B.O.,5499
33870510600015,20150,OTA,8.703052,42.265029,OUEST CORSE DISTRIBUTION,5499
33870510600023,20150,OTA,8.733555,42.254995,OUEST CORSE DISTRIBUTION,5499
33870510600031,20150,OTA,8.724932,42.259209,OUEST CORSE DISTRIBUTION,5499
33870510600049,20150,OTA,8.724932,42.259209,OUEST CORSE DISTRIBUTION,5499
33870570000015,20110,VIGGIANELLO,8.925216,41.672803,LES RESIDENCES DU VALINCO,5499
33870744100014,20137,PORTO VECCHIO,9.254069,41.592731,PUB CAMPOS,5499
33879436500019,20128,GROSSETO-PRUGNA,8.787253,41.881776,CHEZ MARIE SARL,5499
33881961800012,20135,CONCA,9.329768,41.753433,VENI QUI RESTAURATION,5499
33881990700019,20000,AJACCIO,8.739484,41.918586,SOCIETE D'EXPLOITATION BOZZI,5499
33884851800035,20090,AJACCIO,8.770507,41.950013,CORSE MATERIEL EQUIPEMENT,5499
33887382100031,20167,CUTTOLI-CORTICCHIATO,8.849629,41.976055,CONCEPTIONS MECANIQUES ELECTRONIQUES ELECTRIQUES,5499
33933166200017,20131,PIANOTTOLI-CALDARELLO,9.043717,41.471844,CHEVANO PLAGE,5710
33937998405702,20110,PROPRIANO,8.90379,41.674633,SAUR,5710
33942848400028,20000,AJACCIO,8.738925,41.91803,BIZZARI NAUTIC SARL,5499
33942848400044,20000,AJACCIO,8.7406735,41.9286399,BIZZARI NAUTIC SARL,5499
33942848400051,20090,AJACCIO,8.804378,41.929606,BIZZARI NAUTIC SARL,5499
33946997500025,20137,PORTO-VECCHIO,9.271184,41.589326,SUVIERCO SARL,5499
33946997500041,20137,PORTO-VECCHIO,9.247677,41.598104,SUVIERCO SARL,5499
33946997500058,20137,PORTO-VECCHIO,9.290909,41.586465,SUVIERCO SARL,5499
33947459500024,20090,AJACCIO,8.740085,41.938031,SOCIETE INSULAIRE DE SUPERMARCHES,5499
33959074700020,20137,PORTO-VECCHIO,9.270246,41.594966,PIERGIGLI SARL,5499
33966853500026,20100,SARTENE,8.960303,41.636703,SOCIETE DES GRANULATS ET BETONS CORSES - S.G.B.C.,5710
33966853500034,20165,LORETO-DI-TALLANO,9.03149,41.69994,SOCIETE DES GRANULATS ET BETONS CORSES - S.G.B.C.,5710
33966853500042,20167,PERI,8.862188,41.992379,SOCIETE DES GRANULATS ET BETONS CORSES - S.G.B.C.,5710
33966853500059,20090,AJACCIO,8.774276,41.952413,SOCIETE DES GRANULATS ET BETONS CORSES - S.G.B.C.,5710
33966853500067,20167,SARROLA-CARCOPINO,8.833041,41.978488,SOCIETE DES GRANULATS ET BETONS CORSES - S.G.B.C.,5710
33968754300019,20140,PETRETO-BICCHISANO,8.97932,41.790063,BOULANGERIE ETTORI,5499
33979781300013,20163,TAVERA,9.2822437,42.0262262,ACTIE,5499
33990270200010,20090,AJACCIO,8.74527,41.938303,ROSSI FRERES SARL,5499
33995758100061,20000,AJACCIO,8.768846,41.947914,SARL DESJOBERT,5499
33996493400022,20000,AJACCIO,8.727979,41.913267,INGENIERIE TOURISME INGETOUR,5499
33996794500025,20090,AJACCIO,8.756993,41.933112,L'TUB VIDEO,5710
33998287800029,20137,PORTO-VECCHIO,9.279345,41.59074,TUBIANA ANTUNES SUD CORSE,5499
34002401700022,20090,AJACCIO,8.740354,41.932483,OLLANDINI ACHAT ET LOCATION - SOCIETE DE GESTION ET DE PARTICIPATION,5710
34002401700030,20090,AJACCIO,8.804378,41.929606,OLLANDINI ACHAT ET LOCATION - SOCIETE DE GESTION ET DE PARTICIPATION,5710
34007725400019,20000,AJACCIO,8.732702,41.921419,CORSE SECURITE INCENDIE,5499
34008742800025,20137,PORTO-VECCHIO,9.278757,41.59017,TERRAZZONI ET FILS,5710
34026021500033,20137,PORTO-VECCHIO,9.194667,41.598626,QUILICHINI,5710
34041434100040,20167,SARROLA-CARCOPINO,8.800789,41.956644,SOC EXPL KRUSLIN,5499
34041681700021,20000,AJACCIO,8.66826,41.906264,NOVIDIS,5499
34055580400020,20137,LECCI,9.319557,41.66454,LOCORSA SARL,5710
34055580400038,20137,PORTO-VECCHIO,9.281655,41.588748,LOCORSA SARL,5710
34055580400046,20137,PORTO-VECCHIO,9.279031,41.535281,LOCORSA SARL,5710
34057442500062,20000,AJACCIO,8.778373,41.952356,CORSE AUTO RENT,5499
34061716600053,20167,AJACCIO,8.773235,41.954706,FLASH INFORMATIQUE,5499
